    （000001）华夏成长 | 基金吧 | 档案
    （000632）中银聚利分级债券A | 基金吧 | 档案
    （000633）中银聚利分级债券B | 基金吧 | 档案
    （000634）富国天盛灵活配置混合 | 基金吧 | 档案
    （000638）富国富钱包货币 | 基金吧 | 档案
    （000639）宝盈祥瑞养老混合 | 基金吧 | 档案
    （000640）诺安理财宝货币A | 基金吧 | 档案
    （000641）诺安理财宝货币B | 基金吧 | 档案
    （000642）汇添富货币C | 基金吧 | 档案
    （000644）招商招金宝货币A | 基金吧 | 档案
    （000645）华夏薪金宝货币 | 基金吧 | 档案
    （000646）华润元大医疗保健量化混合 | 基金吧 | 档案
    （000647）易方达财富快线货币A | 基金吧 | 档案
    （000648）易方达财富快线货币B | 基金吧 | 档案
    （000649）长城久鑫保本混合 | 基金吧 | 档案
    （000650）汇添富货币D | 基金吧 | 档案
    （000651）招商招金宝货币B | 基金吧 | 档案
    （000652）博时裕隆混合 | 基金吧 | 档案
    （000654）华商新锐产业混合 | 基金吧 | 档案
    （000655）鑫元稳利债券 | 基金吧 | 档案
    （000656）前海开源沪深300指数 | 基金吧 | 档案
    （000657）银华活钱宝货币A | 基金吧 | 档案
    （000658）银华活钱宝货币B | 基金吧 | 档案
    （000659）银华活钱宝货币C | 基金吧 | 档案
    （000660）银华活钱宝货币D | 基金吧 | 档案
    （000661）银华活钱宝货币E | 基金吧 | 档案
    （000662）银华活钱宝货币F | 基金吧 | 档案
    （000663）国投瑞银美丽中国混合 | 基金吧 | 档案
    （000664）国联安通盈混合A | 基金吧 | 档案
    （000665）博时现金收益货币B | 基金吧 | 档案
    （000667）工银绝对收益混合发起A | 基金吧 | 档案
    （000668）国寿安保尊享债券A | 基金吧 | 档案
    （000669）国寿安保尊享债券C | 基金吧 | 档案
    （000672）工银绝对收益混合发起B | 基金吧 | 档案
    （000674）中海惠祥分级债券 | 基金吧 | 档案
    （000675）中海惠祥分级债券A | 基金吧 | 档案
    （000676）中海惠祥分级债券B | 基金吧 | 档案
    （000677）工银现金货币 | 基金吧 | 档案
    （000678）华宝兴业现金宝货币E | 基金吧 | 档案
    （000679）招商丰利灵活配置混合A | 基金吧 | 档案
    （000681）信达澳银慧管家A | 基金吧 | 档案
    （000682）信达澳银慧管家C | 基金吧 | 档案
    （000683）信达澳银慧管家E | 基金吧 | 档案
    （000684）长盛养老健康产业灵活配置 | 基金吧 | 档案
    （000685）上投摩根现金管理货币 | 基金吧 | 档案
    （000686）建信嘉薪宝货币A | 基金吧 | 档案
    （000687）南方薪金宝 | 基金吧 | 档案
    （000688）景顺长城研究精选股票 | 基金吧 | 档案
    （000689）前海开源新经济混合 | 基金吧 | 档案
    （000690）前海开源大海洋混合 | 基金吧 | 档案
    （000692）汇添富双利债券C | 基金吧 | 档案
    （000693）建信现金添利货币A | 基金吧 | 档案
    （000694）鑫元鸿利债券 | 基金吧 | 档案
    （000695）大成景益平稳收益混合 | 基金吧 | 档案
    （000696）汇添富环保行业股票 | 基金吧 | 档案
    （000697）汇添富移动互联股票 | 基金吧 | 档案
    （000698）宝盈科技30混合 | 基金吧 | 档案
    （000699）中银薪钱包货币 | 基金吧 | 档案
    （000700）泰达宏利货币B | 基金吧 | 档案
    （000701）景顺长城景丰货币A | 基金吧 | 档案
    （000704）易方达天天增利货币A | 基金吧 | 档案
    （000705）易方达天天增利货币B | 基金吧 | 档案
    （000706）中邮多策略混合 | 基金吧 | 档案
    （000707）景顺长城景丰货币B | 基金吧 | 档案
    （000708）华安安享混合 | 基金吧 | 档案
    （000709）华安汇财通货币 | 基金吧 | 档案
    （000710）交银现金宝货币A | 基金吧 | 档案
    （000711）嘉实医疗保健股票 | 基金吧 | 档案
    （000712）上投摩根天添宝货币A | 基金吧 | 档案
    （000713）上投摩根天添宝货币B | 基金吧 | 档案
    （000714）诺安稳健回报灵活配置混合 | 基金吧 | 档案
    （000715）民生加银家盈理财月度E | 基金吧 | 档案
    （000716）工银薪金货币B | 基金吧 | 档案
    （000717）融通转型三动力灵活配置混合 | 基金吧 | 档案
    （000719）南方现金通E | 基金吧 | 档案
    （000720）南方稳利1年定开债券C | 基金吧 | 档案
    （000721）兴业货币A | 基金吧 | 档案
    （000722）兴业货币B | 基金吧 | 档案
    （000723）建信稳定添利债券C | 基金吧 | 档案
    （000724）大成添利宝货币A | 基金吧 | 档案
    （000725）大成添利宝货币B | 基金吧 | 档案
    （000726）大成添利宝货币E | 基金吧 | 档案
    （000727）融通健康产业灵活配置混合 | 基金吧 | 档案
    （000728）工银目标收益一年定开债券 | 基金吧 | 档案
    （000729）建信中小盘先锋股票 | 基金吧 | 档案
    （000730）博时现金宝货币A | 基金吧 | 档案
    （000734）博时天天增利货币A | 基金吧 | 档案
    （000735）博时天天增利货币B | 基金吧 | 档案
    （000736）诺安聚利债券A | 基金吧 | 档案
    （000737）诺安聚利债券C | 基金吧 | 档案
    （000738）中信建投货币 | 基金吧 | 档案
    （000739）平安大华新鑫先锋A | 基金吧 | 档案
    （000740）华福货币B | 基金吧 | 档案
    （000741）华福货币A | 基金吧 | 档案
    （000742）国泰新经济灵活配置混合 | 基金吧 | 档案
    （000743）红塔红土盛世普益混合发起式 | 基金吧 | 档案
    （000744）北信瑞丰稳定收益A | 基金吧 | 档案
    （000745）北信瑞丰稳定收益C | 基金吧 | 档案
    （000746）招商行业精选股票 | 基金吧 | 档案
    （000747）广发逆向策略混合 | 基金吧 | 档案
    （000748）广发活期宝货币A | 基金吧 | 档案
    （000749）国金鑫安保本 | 基金吧 | 档案
    （000750）安信现金增利 | 基金吧 | 档案
    （000751）嘉实新兴产业股票 | 基金吧 | 档案
    （000752）博时优势收益信用债券 | 基金吧 | 档案
    （000753）华宝兴业量化对冲混合A | 基金吧 | 档案
    （000754）华宝兴业量化对冲混合C | 基金吧 | 档案
    （000755）富安达新兴成长混合 | 基金吧 | 档案
    （000756）建信潜力新蓝筹股票 | 基金吧 | 档案
    （000757）华富智慧城市灵活配置混合 | 基金吧 | 档案
    （000758）招商招钱宝货币C | 基金吧 | 档案
    （000759）平安大华财富宝货币 | 基金吧 | 档案
    （000760）工银财富货币A | 基金吧 | 档案
    （000761）国富健康优质生活股票 | 基金吧 | 档案
    （000762）汇添富绝对收益定开混合 | 基金吧 | 档案
    （000763）工银新财富灵活配置混合 | 基金吧 | 档案
    （000764）万家货币E | 基金吧 | 档案
    （000765）上投岁岁盈定开债券B | 基金吧 | 档案
    （000766）上投岁岁盈定开债券D | 基金吧 | 档案
    （000767）华富国泰民安灵活配置混合 | 基金吧 | 档案
    （000768）长城久盈纯债分级债券 | 基金吧 | 档案
    （000769）长城久盈纯债分级债券A | 基金吧 | 档案
    （000770）长城久盈纯债分级债券B | 基金吧 | 档案
    （000771）诺安聚鑫宝货币A | 基金吧 | 档案
    （000772）景顺长城中国回报灵活配置 | 基金吧 | 档案
    （000773）万家现金宝 | 基金吧 | 档案
    （000774）天弘瑞利分级债券 | 基金吧 | 档案
    （000775）天弘瑞利分级债券A | 基金吧 | 档案
    （000776）天弘瑞利分级债券B | 基金吧 | 档案
    （000778）鹏华先进制造股票 | 基金吧 | 档案
    （000779）诺安聚鑫宝货币B | 基金吧 | 档案
    （000780）鹏华医疗保健股票 | 基金吧 | 档案
    （000781）国投岁增利一年定开债券A | 基金吧 | 档案
    （000782）国投岁增利一年定开债券C | 基金吧 | 档案
    （000783）博时月月盈短期理财债券A | 基金吧 | 档案
    （000784）博时月月盈短期理财债券R | 基金吧 | 档案
    （000785）华融现金增利货币A | 基金吧 | 档案
    （000786）华融现金增利货币B | 基金吧 | 档案
    （000787）华融现金增利货币C | 基金吧 | 档案
    （000788）前海开源中国成长混合 | 基金吧 | 档案
    （000789）易方达龙宝货币A | 基金吧 | 档案
    （000790）易方达龙宝货币B | 基金吧 | 档案
    （000791）银华双月定期理财债券 | 基金吧 | 档案
    （000793）工银高端制造股票 | 基金吧 | 档案
    （000794）宝盈睿丰创新混合A | 基金吧 | 档案
    （000796）宝盈睿丰创新混合C | 基金吧 | 档案
    （000797）方正富邦金小宝货币 | 基金吧 | 档案
    （000800）华商未来主题混合 | 基金吧 | 档案
    （000801）中金纯债A | 基金吧 | 档案
    （000802）中金纯债C | 基金吧 | 档案
    （000803）工银研究精选股票 | 基金吧 | 档案
    （000804）中信建投稳利保本 | 基金吧 | 档案
    （000805）中银新经济灵活配置混合 | 基金吧 | 档案
    （000808）招商招利1个月期理财债券A | 基金吧 | 档案
    （000809）招商招利1个月期理财债券B | 基金吧 | 档案
    （000810）富国收益增强债券A | 基金吧 | 档案
    （000812）富国收益增强债券C | 基金吧 | 档案
    （000813）鑫元合享分级债券 | 基金吧 | 档案
    （000814）鑫元合享分级债券A | 基金吧 | 档案
    （000815）鑫元合享分级债券B | 基金吧 | 档案
    （000816）南方理财金交易型货币A | 基金吧 | 档案
    （000817）中银安心回报 | 基金吧 | 档案
    （000818）诺安天天宝C | 基金吧 | 档案
    （000822）东海美丽中国灵活配置 | 基金吧 | 档案
    （000823）银华高端制造业 | 基金吧 | 档案
    （000824）圆信永丰双红利A | 基金吧 | 档案
    （000825）圆信永丰双红利C | 基金吧 | 档案
    （000826）广发百发100指数A | 基金吧 | 档案
    （000827）广发百发100指数E | 基金吧 | 档案
    （000828）泰达转型机遇 | 基金吧 | 档案
    （000829）易方达天天发货币A | 基金吧 | 档案
    （000830）易方达天天发货币B | 基金吧 | 档案
    （000831）工银医疗保健 | 基金吧 | 档案
    （000832）天弘现金管家货币C | 基金吧 | 档案
    （000834）大成纳斯达克100指数 | 基金吧 | 档案
    （000835）华润元大富时中国A50指数 | 基金吧 | 档案
    （000836）国投瑞银钱多宝货币A | 基金吧 | 档案
    （000837）国投瑞银钱多宝货币I | 基金吧 | 档案
    （000839）上投摩根纯债丰利债券A | 基金吧 | 档案
    （000840）上投摩根纯债丰利债券C | 基金吧 | 档案
    （000841）富国新回报灵活配置A | 基金吧 | 档案
    （000843）富国新回报灵活配置C | 基金吧 | 档案
    （000844）南方绝对收益 | 基金吧 | 档案
    （000845）国投瑞银信息消费混合 | 基金吧 | 档案
    （000846）中融货币C | 基金吧 | 档案
    （000847）中融货币A | 基金吧 | 档案
    （000848）工银添益快线货币 | 基金吧 | 档案
    （000849）汇丰晋信双核策略A | 基金吧 | 档案
    （000850）汇丰晋信双核策略C | 基金吧 | 档案
    （000854）鹏华养老产业 | 基金吧 | 档案
    （000855）上投摩根天添盈货币A | 基金吧 | 档案
    （000856）上投摩根天添盈货币B | 基金吧 | 档案
    （000857）上投摩根天添盈货币E | 基金吧 | 档案
    （000859）融通通瑞债券C | 基金吧 | 档案
    （000860）银华惠增利货币 | 基金吧 | 档案
    （000861）长城货币E | 基金吧 | 档案
    （000862）富国天时货币C | 基金吧 | 档案
    （000863）富国天时货币D | 基金吧 | 档案
    （000865）大成景利混合 | 基金吧 | 档案
    （000866）华宝兴业制造 | 基金吧 | 档案
    （000867）华宝品质生活股票 | 基金吧 | 档案
    （000868）国投瑞银增利宝货币A | 基金吧 | 档案
    （000869）国投瑞银增利宝货币B | 基金吧 | 档案
    （000870）嘉实新收益混合 | 基金吧 | 档案
    （000871）北信瑞丰宜投宝A | 基金吧 | 档案
    （000872）北信瑞丰宜投宝B | 基金吧 | 档案
    （000873）华安现金宝货币A | 基金吧 | 档案
    （000874）华安现金宝货币B | 基金吧 | 档案
